"Date","Price","Open","High","Low","Vol.","Change %"
"08/28/2020","218.55","217.51","218.81","215.73","4.29M","0.77%"
"08/27/2020","216.87","214.99","217.98","214.76","4.81M","1.03%"
"08/26/2020","214.66","212.98","215.83","212.30","4.64M","0.61%"
"08/25/2020","213.35","213.56","214.00","212.85","3.68M","0.35%"
"08/24/2020","212.61","209.23","213.30","208.91","5.04M","2.50%"
"08/21/2020","207.43","205.52","208.40","205.52","4.79M","0.64%"
"08/20/2020","206.12","205.17","206.79","204.51","4.13M","-0.53%"
"08/19/2020","207.21","209.19","210.21","206.66","5.83M","-0.54%"
"08/18/2020","208.33","206.95","209.76","206.80","3.50M","0.75%"
"08/17/2020","206.78","210.05","210.82","206.34","5.49M","-1.98%"
"08/14/2020","210.96","211.04","211.97","210.25","3.44M","-0.48%"
"08/13/2020","211.98","212.93","213.33","211.66","4.54M","-0.59%"
"08/12/2020","213.24","213.10","214.39","212.31","4.79M","0.27%"
"08/11/2020","212.66","214.74","215.60","212.24","5.69M","0.04%"
"08/10/2020","212.58","211.34","212.92","209.40","6.64M","1.48%"
"08/07/2020","209.48","204.20","209.75","204.00","6.19M","2.18%"
"08/06/2020","205.02","203.00","205.39","202.70","3.39M","0.69%"
"08/05/2020","203.62","201.44","204.69","201.00","5.27M","1.69%"
"08/04/2020","200.24","198.97","200.31","198.11","3.84M","0.49%"
"08/03/2020","199.26","197.28","200.68","196.00","6.25M","1.78%"
"07/31/2020","195.78","195.06","196.00","193.33","5.94M","0.76%"
"07/30/2020","194.30","193.43","194.57","192.25","4.83M","-1.07%"
"07/29/2020","196.41","194.03","196.67","193.73","4.07M","1.18%"
"07/28/2020","194.12","190.90","194.46","190.61","4.41M","1.03%"
"07/27/2020","192.14","193.83","193.99","191.77","4.31M","-1.22%"
"07/24/2020","194.52","193.25","196.28","193.05","5.14M","0.66%"
"07/23/2020","193.25","191.71","193.39","191.48","6.04M","0.60%"
"07/22/2020","192.10","191.78","192.24","190.63","4.18M","-0.09%"
"07/21/2020","192.27","190.40","193.45","190.40","5.26M","0.94%"
"07/20/2020","190.48","190.02","191.23","189.48","4.09M","-0.15%"
"07/17/2020","190.76","191.77","192.12","190.47","5.19M","-0.13%"
"07/16/2020","191.01","188.32","191.93","188.32","4.77M","0.24%"
"07/15/2020","190.56","192.64","193.05","188.75","7.56M","0.45%"
"07/14/2020","189.71","182.42","190.08","182.42","14.69M","3.03%"
"07/13/2020","184.13","183.81","185.82","183.31","7.89M","0.67%"
"07/10/2020","182.90","178.26","182.96","178.09","5.49M","2.29%"
"07/09/2020","178.80","181.79","181.88","177.77","5.42M","-1.32%"
"07/08/2020","181.20","180.42","182.31","179.77","5.56M","0.03%"
"07/07/2020","181.15","182.02","182.49","180.60","4.96M","-0.86%"
"07/06/2020","182.72","183.10","183.52","181.59","6.45M","2.18%"
"07/02/2020","178.83","180.45","180.94","178.24","5.17M","0.47%"
"07/01/2020","177.99","178.41","180.45","177.34","4.62M","-0.29%"
"06/30/2020","178.51","176.75","179.12","176.51","6.77M","0.74%"
"06/29/2020","177.19","175.90","177.22","175.33","5.22M","1.04%"
"06/26/2020","175.37","176.71","178.70","174.63","14.78M","-1.95%"
"06/25/2020","178.85","176.58","179.72","176.06","6.39M","0.74%"
"06/24/2020","177.53","179.61","179.65","177.26","8.09M","-1.92%"
"06/23/2020","181.01","181.87","182.39","180.40","6.38M","0.47%"
"06/22/2020","180.17","179.55","181.80","178.87","5.82M","0.25%"
"06/19/2020","179.72","183.50","183.88","179.01","8.77M","-0.56%"
"06/18/2020","180.73","179.90","181.36","179.04","4.92M","-0.07%"
"06/17/2020","180.86","183.03","183.15","180.11","6.46M","-0.79%"
"06/16/2020","182.30","186.55","186.70","179.75","9.41M","0.41%"
"06/15/2020","181.55","177.00","181.77","176.05","8.11M","0.19%"
"06/12/2020","181.21","184.02","184.02","178.22","9.48M","1.79%"
"06/11/2020","178.02","185.00","186.93","177.93","15.39M","-7.04%"
"06/10/2020","191.51","195.85","196.34","191.37","7.35M","-2.33%"
"06/09/2020","196.07","197.15","198.79","195.83","7.74M","-2.72%"
"06/08/2020","201.56","202.34","203.33","199.56","6.71M","0.45%"
"06/05/2020","200.66","197.88","201.49","196.22","10.40M","4.48%"
"06/04/2020","192.05","190.41","192.11","189.69","5.82M","0.64%"
"06/03/2020","190.82","188.75","191.62","187.81","6.71M","2.62%"
"06/02/2020","185.94","183.99","186.44","183.99","5.81M","1.14%"
"06/01/2020","183.84","185.53","185.71","183.18","5.72M","-0.94%"
"05/29/2020","185.58","183.08","185.87","182.53","10.63M","0.26%"
"05/28/2020","185.10","187.24","187.28","183.92","6.32M","-0.36%"
"05/27/2020","185.77","184.66","185.98","183.80","7.42M","3.01%"
"05/26/2020","180.34","179.99","181.69","178.68","7.11M","3.09%"
"05/22/2020","174.93","174.86","175.12","173.21","3.59M","-0.01%"
"05/21/2020","174.94","175.74","176.65","174.47","4.06M","-0.61%"
"05/20/2020","176.02","174.61","176.87","174.29","5.46M","2.05%"
"05/19/2020","172.49","174.12","174.87","172.34","5.58M","-1.69%"
"05/18/2020","175.46","174.00","176.87","172.31","7.46M","3.67%"
"05/15/2020","169.25","169.82","170.66","168.52","5.94M","-0.98%"
"05/14/2020","170.93","168.80","171.40","167.04","7.02M","0.21%"
"05/13/2020","170.57","172.00","172.61","169.44","10.26M","-1.30%"
"05/12/2020","172.81","175.20","175.71","172.73","6.48M","-1.05%"
"05/11/2020","174.64","175.23","175.96","173.61","9.24M","-1.24%"
"05/08/2020","176.83","176.71","177.26","174.28","5.80M","1.93%"
"05/07/2020","173.48","173.40","175.38","173.05","6.70M","0.64%"
"05/06/2020","172.38","176.94","177.04","172.34","9.02M","-2.07%"
"05/05/2020","176.03","180.04","180.23","175.93","9.02M","-1.08%"
"05/04/2020","177.95","179.78","180.36","176.34","9.46M","-2.58%"
"05/01/2020","182.67","185.21","185.89","181.64","7.52M","-2.50%"
"04/30/2020","187.36","188.30","189.87","186.71","8.22M","-1.19%"
"04/29/2020","189.61","190.64","192.68","188.93","7.65M","1.33%"
"04/28/2020","187.12","190.54","191.00","187.00","6.68M","-0.18%"
"04/27/2020","187.46","187.78","189.37","186.35","6.63M","0.50%"
"04/24/2020","186.52","187.08","187.28","184.42","5.21M","0.48%"
"04/23/2020","185.63","186.99","187.35","184.50","6.21M","-0.51%"
"04/22/2020","186.58","186.46","187.37","185.34","5.47M","1.69%"
"04/21/2020","183.48","184.17","185.78","183.28","5.89M","-2.79%"
"04/20/2020","188.75","188.72","189.35","187.30","6.48M","-1.28%"
"04/17/2020","191.20","192.89","192.90","189.02","8.28M","1.72%"
"04/16/2020","187.96","188.90","188.99","185.80","6.26M","-0.32%"
"04/15/2020","188.57","188.56","189.59","187.47","6.14M","-2.26%"
"04/14/2020","192.94","193.32","194.16","190.82","7.03M","2.21%"
"04/13/2020","188.77","193.85","193.85","186.08","7.90M","-2.62%"
"04/09/2020","193.84","194.00","197.23","191.45","10.53M","1.48%"
"04/08/2020","191.01","187.55","191.42","185.14","6.11M","3.11%"
"04/07/2020","185.25","191.99","192.00","184.90","8.15M","0.01%"
"04/06/2020","185.24","184.61","186.41","180.49","9.94M","3.87%"
"04/03/2020","178.34","178.59","180.22","175.44","6.65M","-0.77%"
"04/02/2020","179.73","175.00","180.31","174.22","7.28M","2.15%"
"04/01/2020","175.95","176.18","178.67","174.19","8.68M","-3.76%"
"03/31/2020","182.83","182.05","186.17","180.57","9.00M","-0.19%"
"03/30/2020","183.18","180.04","184.11","178.00","7.67M","1.96%"
"03/27/2020","179.66","178.50","184.24","176.72","10.26M","-2.31%"
"03/26/2020","183.90","181.29","184.96","179.59","14.15M","1.90%"
"03/25/2020","180.47","180.01","189.07","175.17","13.86M","1.27%"
"03/24/2020","178.20","170.91","179.14","169.53","14.09M","9.91%"
"03/23/2020","162.13","165.30","166.69","159.50","16.51M","-4.66%"
"03/20/2020","170.06","176.30","177.18","167.29","15.22M","-2.64%"
"03/19/2020","174.68","170.21","176.18","166.00","12.49M","1.30%"
"03/18/2020","172.44","177.29","181.39","167.00","16.68M","-8.08%"
"03/17/2020","187.60","181.88","187.81","177.00","15.08M","5.53%"
"03/16/2020","177.77","174.00","188.38","173.62","14.17M","-9.49%"
"03/13/2020","196.40","187.45","196.50","178.41","14.87M","11.61%"
"03/12/2020","175.97","183.60","187.67","175.00","22.30M","-9.59%"
"03/11/2020","194.64","197.32","198.13","192.87","9.59M","-3.99%"
"03/10/2020","202.73","201.35","202.86","195.05","10.93M","4.97%"
"03/09/2020","193.13","195.00","198.48","192.26","13.99M","-6.24%"
"03/06/2020","205.98","203.48","207.41","202.35","9.44M","-1.43%"
"03/05/2020","208.96","212.55","212.75","207.01","8.11M","-4.09%"
"03/04/2020","217.86","212.14","218.34","209.26","7.41M","4.33%"
"03/03/2020","208.81","217.39","218.15","206.20","10.72M","-4.05%"
"03/02/2020","217.63","207.25","218.80","204.43","10.41M","5.47%"
"02/28/2020","206.34","201.92","206.44","199.68","15.15M","-0.64%"
"02/27/2020","207.67","212.90","214.38","207.28","10.95M","-3.88%"
"02/26/2020","216.06","219.65","220.63","215.94","6.91M","-0.91%"
"02/25/2020","218.05","222.20","223.24","216.76","8.56M","-1.64%"
"02/24/2020","221.69","221.31","223.94","220.27","7.93M","-3.33%"
"02/21/2020","229.33","227.53","230.07","226.98","4.70M","0.51%"
"02/20/2020","228.17","229.76","229.79","227.15","3.55M","-0.47%"
"02/19/2020","229.24","227.68","229.71","226.93","3.19M","1.09%"
"02/18/2020","226.77","226.39","227.38","225.27","3.15M","-0.01%"
"02/14/2020","226.80","226.49","227.14","225.52","2.51M","0.15%"
"02/13/2020","226.47","226.53","227.40","226.10","2.84M","-0.43%"
"02/12/2020","227.44","227.60","228.84","226.91","3.79M","0.05%"
"02/11/2020","227.33","228.59","228.59","227.02","2.92M","0.10%"
"02/10/2020","227.11","227.17","227.75","225.13","2.95M","-0.12%"
"02/07/2020","227.38","228.07","228.62","226.67","2.89M","-0.97%"
"02/06/2020","229.61","229.56","230.08","228.53","2.80M","0.42%"
"02/05/2020","228.65","226.91","228.68","226.75","3.36M","1.59%"
"02/04/2020","225.08","226.15","226.94","224.79","3.64M","0.72%"
"02/03/2020","223.47","225.48","226.32","223.00","3.53M","-0.43%"
"01/31/2020","224.43","226.49","226.97","223.43","3.95M","-1.51%"
"01/30/2020","227.88","223.11","228.08","222.48","3.36M","1.51%"
"01/29/2020","224.50","224.75","226.40","224.31","2.31M","0.21%"
"01/28/2020","224.03","223.44","225.35","223.16","3.61M","0.71%"
"01/27/2020","222.45","223.70","223.90","221.11","5.46M","-1.94%"
"01/24/2020","226.86","229.40","229.41","226.04","4.02M","-1.10%"
"01/23/2020","229.38","229.43","229.77","227.35","4.75M","-0.07%"
"01/22/2020","229.54","229.00","230.38","228.41","3.16M","0.40%"
"01/21/2020","228.63","229.85","231.13","227.95","5.84M","-0.68%"
"01/17/2020","230.20","230.13","231.61","229.55","6.60M","0.20%"
"01/16/2020","229.73","229.34","230.03","228.52","3.04M","0.60%"
"01/15/2020","228.35","226.80","228.64","226.78","2.66M","0.52%"
"01/14/2020","227.17","227.85","228.39","226.88","3.36M","-0.56%"
"01/13/2020","228.45","227.05","228.47","226.13","3.29M","0.81%"
"01/10/2020","226.62","228.50","228.53","226.59","2.57M","-0.89%"
"01/09/2020","228.65","226.92","228.85","226.92","3.50M","1.18%"
"01/08/2020","225.99","226.03","227.84","225.87","3.78M","0.03%"
"01/07/2020","225.92","227.26","227.26","225.44","3.53M","-0.47%"
"01/06/2020","226.99","224.99","227.13","224.70","4.26M","0.36%"
"01/03/2020","226.18","225.69","227.43","225.48","3.02M","-0.97%"
"01/02/2020","228.39","227.51","228.39","226.71","3.77M","0.83%"
"12/31/2019","226.50","226.16","226.72","225.14","3.15M","0.33%"
"12/30/2019","225.76","226.14","226.60","224.67","2.77M","-0.17%"
"12/27/2019","226.14","226.86","226.97","225.57","2.77M","-0.14%"
"12/26/2019","226.45","225.92","226.51","225.64","1.73M","0.43%"
"12/24/2019","225.47","225.24","225.65","224.88","961.13K","0.00%"
"12/23/2019","225.48","226.61","226.67","224.93","3.50M","-0.37%"
"12/20/2019","226.31","226.24","227.80","225.56","11.57M","0.49%"
"12/19/2019","225.21","224.66","225.66","224.16","4.97M","0.09%"
"12/18/2019","225.01","227.06","227.20","224.89","5.96M","-0.90%"
"12/17/2019","227.05","227.27","228.23","226.55","4.87M","0.09%"
"12/16/2019","226.85","226.77","227.81","226.29","4.28M","0.66%"
"12/13/2019","225.37","225.92","226.50","223.96","3.16M","-0.24%"
"12/12/2019","225.92","222.88","226.52","222.53","5.12M","1.51%"
"12/11/2019","222.57","221.21","222.65","221.01","3.55M","0.59%"
"12/10/2019","221.26","222.07","222.07","220.21","2.69M","-0.05%"
"12/09/2019","221.38","222.71","223.30","221.19","2.62M","-0.55%"
"12/06/2019","222.61","221.64","223.00","221.33","3.45M","1.37%"
"12/05/2019","219.60","218.99","219.75","218.05","2.32M","0.55%"
"12/04/2019","218.40","217.95","218.88","217.54","2.67M","0.15%"
"12/03/2019","218.08","218.82","218.90","216.40","4.50M","-1.02%"
"12/02/2019","220.33","220.60","221.38","220.11","3.89M","0.01%"
"11/29/2019","220.30","220.50","220.58","219.82","2.26M","-0.09%"
"11/27/2019","220.50","219.25","220.59","218.48","3.95M","0.73%"
"11/26/2019","218.90","219.11","219.20","217.72","3.72M","-0.07%"
"11/25/2019","219.06","218.74","219.39","218.26","3.65M","0.50%"
"11/22/2019","217.96","216.96","217.99","216.80","2.39M","0.61%"
"11/21/2019","216.63","217.30","217.71","216.30","3.71M","-0.39%"
"11/20/2019","217.48","218.01","218.37","216.01","4.97M","-0.71%"
"11/19/2019","219.03","219.93","220.00","218.78","3.38M","-0.15%"
"11/18/2019","219.35","219.95","220.05","218.39","3.89M","-0.18%"
"11/15/2019","219.74","220.18","220.43","218.74","3.48M","0.17%"
"11/14/2019","219.36","219.77","219.87","217.91","2.83M","-0.19%"
"11/13/2019","219.77","219.72","220.27","218.61","3.19M","-0.51%"
"11/12/2019","220.89","220.98","222.19","220.54","2.66M","0.02%"
"11/11/2019","220.85","220.20","221.09","219.87","2.38M","-0.21%"
"11/08/2019","221.31","222.75","223.00","219.89","3.35M","-0.64%"
"11/07/2019","222.74","222.81","223.37","221.67","4.40M","0.33%"
"11/06/2019","222.00","221.09","222.03","220.11","3.66M","0.51%"
"11/05/2019","220.88","218.69","221.68","218.43","5.32M","1.33%"
"11/04/2019","217.98","217.77","218.62","216.98","4.16M","1.00%"
"11/01/2019","215.83","213.55","216.63","213.40","4.78M","1.53%"
"10/31/2019","212.58","213.01","213.71","211.54","4.31M","-0.31%"
"10/30/2019","213.25","212.99","213.43","211.67","3.30M","0.11%"
"10/29/2019","213.01","212.38","213.17","211.61","2.63M","0.07%"
"10/28/2019","212.86","212.31","213.34","212.14","3.52M","0.50%"
"10/25/2019","211.80","209.87","212.33","209.75","2.54M","0.73%"
"10/24/2019","210.26","211.16","211.32","209.72","3.15M","-0.33%"
"10/23/2019","210.96","210.50","211.01","209.54","2.42M","0.16%"
"10/22/2019","210.62","211.03","211.97","210.47","2.72M","-0.41%"
"10/21/2019","211.49","210.00","211.54","209.76","3.34M","1.31%"
"10/18/2019","208.76","208.45","209.62","208.20","3.58M","0.07%"
"10/17/2019","208.62","209.26","209.98","208.51","3.58M","-0.32%"
"10/16/2019","209.29","208.37","209.97","208.37","3.23M","-0.04%"
"10/15/2019","209.38","207.73","210.15","207.57","3.06M","0.71%"
"10/14/2019","207.91","208.01","208.07","206.93","1.90M","-0.08%"
"10/11/2019","208.08","208.97","210.08","207.73","4.41M","0.59%"
"10/10/2019","206.86","206.37","208.19","206.08","2.98M","0.08%"
"10/09/2019","206.69","204.94","207.23","204.73","3.21M","1.27%"
"10/08/2019","204.09","205.62","206.14","203.93","4.19M","-1.52%"
"10/07/2019","207.24","207.36","209.60","206.19","2.72M","-0.40%"
"10/04/2019","208.08","205.09","208.28","205.05","3.57M","1.51%"
"10/03/2019","204.98","202.65","205.09","201.33","4.31M","0.93%"
"10/02/2019","203.10","206.09","206.09","202.38","5.94M","-1.75%"
"10/01/2019","206.71","208.94","209.66","206.44","3.51M","-0.63%"
"09/30/2019","208.02","207.77","208.70","207.53","3.17M","0.27%"
"09/27/2019","207.45","207.73","208.64","206.54","2.84M","0.27%"
"09/26/2019","206.90","208.19","208.19","206.35","2.82M","-0.58%"
"09/25/2019","208.11","206.50","209.44","206.23","3.29M","0.83%"
"09/24/2019","206.40","208.17","208.89","205.74","3.71M","-0.75%"
"09/23/2019","207.96","207.02","208.53","206.40","3.08M","-0.08%"
"09/20/2019","208.12","210.37","210.37","207.27","10.70M","-0.53%"
"09/19/2019","209.22","210.78","211.44","208.90","2.74M","-0.80%"
"09/18/2019","210.90","209.89","211.32","209.12","2.73M","0.36%"
"09/17/2019","210.15","210.35","211.16","208.68","3.86M","-0.09%"
"09/16/2019","210.33","212.06","212.10","209.94","3.47M","-1.54%"
"09/13/2019","213.61","212.24","214.58","212.22","4.24M","1.06%"
"09/12/2019","211.37","211.00","212.68","210.72","4.60M","0.22%"
"09/11/2019","210.91","208.27","210.93","207.53","4.44M","1.25%"
"09/10/2019","208.31","207.31","208.31","206.13","3.88M","0.82%"
"09/09/2019","206.62","205.51","207.80","205.20","4.57M","0.92%"
"09/06/2019","204.73","204.44","205.15","203.86","3.41M","0.24%"
"09/05/2019","204.24","204.13","206.22","203.77","3.97M","1.01%"
"09/04/2019","202.19","202.73","202.94","201.30","3.21M","0.64%"
"09/03/2019","200.90","201.19","201.83","200.19","3.64M","-1.23%"
"08/30/2019","203.41","204.02","204.35","202.73","3.63M","0.10%"
"08/29/2019","203.20","201.71","203.80","201.66","3.33M","1.37%"
"08/28/2019","200.45","198.02","200.57","197.53","3.41M","1.06%"
"08/27/2019","198.35","200.76","201.30","198.04","3.07M","-0.92%"
"08/26/2019","200.20","198.70","200.20","197.44","3.09M","1.54%"
"08/23/2019","197.16","200.19","200.92","195.96","5.95M","-1.92%"
"08/22/2019","201.01","199.80","201.87","199.80","3.21M","0.89%"
"08/21/2019","199.24","199.01","199.77","198.71","3.53M","0.55%"
"08/20/2019","198.15","200.27","200.28","198.02","4.04M","-1.39%"
"08/19/2019","200.94","202.72","203.10","200.38","4.22M","0.61%"
"08/16/2019","199.72","200.50","200.88","198.55","4.80M","0.71%"
"08/15/2019","198.31","197.08","199.04","196.38","4.64M","1.28%"
"08/14/2019","195.81","195.78","197.25","195.61","5.84M","-1.49%"
"08/13/2019","198.78","197.46","201.00","196.50","3.91M","0.80%"
"08/12/2019","197.20","197.61","199.47","196.91","3.19M","-0.93%"
"08/09/2019","199.05","200.19","200.55","197.67","4.33M","-0.73%"
"08/08/2019","200.52","199.93","200.87","198.12","4.14M","1.17%"
"08/07/2019","198.21","198.56","199.30","195.40","5.33M","-1.17%"
"08/06/2019","200.55","199.61","200.93","197.90","5.50M","1.43%"
"08/05/2019","197.73","199.90","201.10","197.16","7.62M","-2.44%"
"08/02/2019","202.67","201.79","204.43","199.42","5.70M","0.48%"
"08/01/2019","201.71","205.63","206.98","201.49","4.83M","-1.81%"
"07/31/2019","205.43","207.80","209.50","205.30","4.63M","-1.15%"
"07/30/2019","207.81","207.89","208.36","206.86","1.98M","-0.38%"
"07/29/2019","208.61","210.00","210.00","208.42","2.83M","-0.61%"
"07/26/2019","209.90","207.82","210.03","206.75","3.65M","0.96%"
"07/25/2019","207.90","208.37","208.37","206.53","3.02M","-0.03%"
"07/24/2019","207.97","205.74","208.01","205.63","3.11M","0.73%"
"07/23/2019","206.46","205.51","206.63","204.92","3.09M","0.79%"
"07/22/2019","204.84","205.34","206.16","204.36","3.09M","-0.55%"
"07/19/2019","205.97","208.11","208.25","205.65","3.51M","-0.97%"
"07/18/2019","207.98","207.52","209.09","207.12","3.61M","0.26%"
"07/17/2019","207.45","212.52","212.96","207.41","4.33M","-2.55%"
"07/16/2019","212.88","214.29","215.04","212.78","2.71M","-0.31%"
"07/15/2019","213.54","214.44","214.44","212.82","2.72M","-0.26%"
"07/12/2019","214.10","213.20","214.19","212.51","2.36M","0.44%"
"07/11/2019","213.17","214.31","214.55","212.98","3.12M","-0.40%"
"07/10/2019","214.03","215.21","216.58","213.77","3.70M","-0.34%"
"07/09/2019","214.75","213.02","214.92","212.97","2.69M","-0.18%"
"07/08/2019","215.13","214.00","215.80","213.91","2.98M","-0.06%"
"07/05/2019","215.25","215.13","215.77","213.90","3.32M","0.04%"
"07/03/2019","215.16","215.00","215.25","212.66","2.49M","0.29%"
"07/02/2019","214.54","214.38","215.59","213.40","3.05M","-0.04%"
"07/01/2019","214.62","214.25","215.21","213.21","3.47M","0.68%"
"06/28/2019","213.17","213.00","213.33","211.32","7.47M","0.54%"
"06/27/2019","212.02","208.97","212.54","208.81","4.18M","1.68%"
"06/26/2019","208.51","208.28","210.00","208.21","3.94M","0.21%"
"06/25/2019","208.07","207.41","208.48","206.80","3.73M","0.59%"
"06/24/2019","206.85","206.39","207.59","205.96","3.16M","0.31%"
"06/21/2019","206.21","208.43","208.72","206.03","5.99M","-0.88%"
"06/20/2019","208.04","208.51","208.75","206.04","3.84M","0.62%"
"06/19/2019","206.75","206.36","208.31","206.14","3.32M","0.36%"
"06/18/2019","206.01","204.47","206.46","203.98","3.67M","1.24%"
"06/17/2019","203.48","205.85","205.85","203.16","2.82M","-0.82%"
"06/14/2019","205.16","204.87","205.84","203.85","2.51M","0.08%"
"06/13/2019","204.99","204.46","205.76","204.30","2.26M","0.21%"
"06/12/2019","204.57","206.20","206.60","203.92","2.84M","-1.00%"
"06/11/2019","206.63","208.50","208.99","206.00","2.55M","-0.26%"
"06/10/2019","207.16","207.12","208.08","206.46","2.87M","0.66%"
"06/07/2019","205.81","204.95","206.54","204.80","2.67M","0.51%"
"06/06/2019","204.77","202.90","205.39","202.54","3.01M","0.72%"
"06/05/2019","203.30","202.38","203.35","200.91","3.21M","0.85%"
"06/04/2019","201.59","200.63","201.65","199.57","4.11M","1.53%"
"06/03/2019","198.56","197.62","198.92","196.89","3.98M","0.58%"
"05/31/2019","197.42","198.32","198.83","197.07","3.69M","-1.16%"
"05/30/2019","199.74","199.06","200.21","198.76","3.65M","0.61%"
"05/29/2019","198.52","198.95","199.49","197.34","4.63M","-0.59%"
"05/28/2019","199.70","202.05","202.41","199.52","6.91M","-0.99%"
"05/24/2019","201.69","202.12","202.12","200.79","3.31M","0.19%"
"05/23/2019","201.30","200.80","202.18","199.32","4.74M","-0.64%"
"05/22/2019","202.60","202.72","203.49","201.70","2.78M","-0.37%"
"05/21/2019","203.36","203.16","203.99","202.50","2.66M","0.31%"
"05/20/2019","202.73","202.64","203.18","201.75","2.65M","-0.27%"
"05/17/2019","203.27","203.00","205.46","202.45","4.61M","-0.66%"
"05/16/2019","204.63","203.90","206.66","203.90","3.07M","0.81%"
"05/15/2019","202.98","202.79","204.13","201.39","4.02M","-0.35%"
"05/14/2019","203.69","205.67","206.81","203.45","4.01M","-0.64%"
"05/13/2019","205.01","204.96","205.91","204.30","5.19M","-1.92%"
"05/10/2019","209.02","207.89","209.29","204.31","4.08M","0.22%"
"05/09/2019","208.56","207.34","208.92","204.39","4.25M","-0.35%"
"05/08/2019","209.29","208.26","211.72","207.60","3.84M","-0.07%"
"05/07/2019","209.43","211.34","211.60","207.41","5.27M","-1.75%"
"05/06/2019","213.16","214.69","215.51","211.54","5.66M","-2.49%"
"05/03/2019","218.60","217.14","219.16","216.87","3.38M","1.24%"
"05/02/2019","215.93","217.19","217.70","215.17","2.65M","-0.36%"
"05/01/2019","216.71","217.22","218.79","216.49","3.77M","0.00%"